id:ID|type|:LABEL|name|url
800000000000065|organisation|Company|HeavyLift_Cargo_Airlines|http://dbpedia.org/resource/HeavyLift_Cargo_Airlines
800000000000066|organisation|Company|Palm_Beach_Seaplanes|http://dbpedia.org/resource/Palm_Beach_Seaplanes
800000000000067|organisation|Company|SkyAirWorld|http://dbpedia.org/resource/SkyAirWorld
800000000000068|organisation|Company|Pacific_Air_Express|http://dbpedia.org/resource/Pacific_Air_Express
800000000000069|organisation|Company|RMA_Gold_Airways|http://dbpedia.org/resource/RMA_Gold_Airways
800000000000070|organisation|Company|Tiger_Airways_Australia|http://dbpedia.org/resource/Tiger_Airways_Australia
800000000000071|organisation|Company|Express_Freighters_Australia|http://dbpedia.org/resource/Express_Freighters_Australia
800000000000072|organisation|Company|V_Australia|http://dbpedia.org/resource/V_Australia
800000000000073|organisation|Company|Skytraders|http://dbpedia.org/resource/Skytraders
800000000000074|organisation|Company|Airtex_Aviation|http://dbpedia.org/resource/Airtex_Aviation
800000000000075|organisation|Company|Sharp_Airlines|http://dbpedia.org/resource/Sharp_Airlines
800000000000076|organisation|Company|Toll_Priority|http://dbpedia.org/resource/Toll_Priority
800000000000077|organisation|Company|AlphaJet_Airlines|http://dbpedia.org/resource/AlphaJet_Airlines
800000000000078|organisation|Company|Strategic_Airlines|http://dbpedia.org/resource/Strategic_Airlines
800000000000079|organisation|Company|Lauda_Air|http://dbpedia.org/resource/Lauda_Air
800000000000080|organisation|Company|Tyrolean_Airways|http://dbpedia.org/resource/Tyrolean_Airways
800000000000081|organisation|Company|Niki_(airline)|http://dbpedia.org/resource/Niki_(airline)
800000000000082|organisation|Company|Air_Alps|http://dbpedia.org/resource/Air_Alps
800000000000083|organisation|Company|Welcome_Air|http://dbpedia.org/resource/Welcome_Air
800000000000084|organisation|Company|Amerer_Air|http://dbpedia.org/resource/Amerer_Air
800000000000085|organisation|Company|InterSky|http://dbpedia.org/resource/InterSky
800000000000086|organisation|Company|LTU_Austria|http://dbpedia.org/resource/LTU_Austria
800000000000087|organisation|Company|Styrian_Spirit|http://dbpedia.org/resource/Styrian_Spirit
800000000000088|organisation|Company|Teamline_Air|http://dbpedia.org/resource/Teamline_Air
800000000000089|organisation|Company|Slovenian_Spirit|http://dbpedia.org/resource/Slovenian_Spirit
800000000000090|organisation|Company|Fairline|http://dbpedia.org/resource/Fairline
800000000000091|organisation|Company|Austrian_Airlines|http://dbpedia.org/resource/Austrian_Airlines
800000000000092|organisation|Company|Jetalliance|http://dbpedia.org/resource/Jetalliance
800000000000093|organisation|Company|Tyrolean_Jet_Services|http://dbpedia.org/resource/Tyrolean_Jet_Services
800000000000094|organisation|Company|Air_Sylhet|http://dbpedia.org/resource/Air_Sylhet
800000000000095|organisation|Company|Robin_Hood_Aviation|http://dbpedia.org/resource/Robin_Hood_Aviation
800000000000096|organisation|Company|MAP_Jet|http://dbpedia.org/resource/MAP_Jet
800000000000097|organisation|Company|Montana_Austria|http://dbpedia.org/resource/Montana_Austria
800000000000098|organisation|Company|Austrojet|http://dbpedia.org/resource/Austrojet
800000000000099|organisation|Company|Mali_Air|http://dbpedia.org/resource/Mali_Air
800000000000100|organisation|Company|Azerbaijan_Airlines|http://dbpedia.org/resource/Azerbaijan_Airlines
800000000000101|organisation|Company|Turan_Air|http://dbpedia.org/resource/Turan_Air
800000000000102|organisation|Company|Silk_Way_Airlines|http://dbpedia.org/resource/Silk_Way_Airlines
800000000000103|organisation|Company|Azal_Avia_Cargo|http://dbpedia.org/resource/Azal_Avia_Cargo
800000000000104|organisation|Company|Imair_Airlines|http://dbpedia.org/resource/Imair_Airlines
800000000000105|organisation|Company|SW_Business_Aviation|http://dbpedia.org/resource/SW_Business_Aviation
800000000000106|organisation|Company|Belavia|http://dbpedia.org/resource/Belavia
800000000000107|organisation|Company|Gomelavia|http://dbpedia.org/resource/Gomelavia
800000000000108|organisation|Company|TransAVIAexport_Airlines|http://dbpedia.org/resource/TransAVIAexport_Airlines
800000000000109|organisation|Company|Genex|http://dbpedia.org/resource/Genex
800000000000110|organisation|Company|Sabena|http://dbpedia.org/resource/Sabena
800000000000111|organisation|Company|SN_Brussels_Airlines|http://dbpedia.org/resource/SN_Brussels_Airlines
800000000000112|organisation|Company|Virgin_Express|http://dbpedia.org/resource/Virgin_Express
800000000000113|organisation|Company|VLM_Airlines|http://dbpedia.org/resource/VLM_Airlines
800000000000114|organisation|Company|TNT_Airways|http://dbpedia.org/resource/TNT_Airways
800000000000115|organisation|Company|European_Air_Transport|http://dbpedia.org/resource/European_Air_Transport
800000000000116|organisation|Company|Thomas_Cook_Airlines_Belgium|http://dbpedia.org/resource/Thomas_Cook_Airlines_Belgium
800000000000117|organisation|Company|Abelag_Aviation|http://dbpedia.org/resource/Abelag_Aviation
800000000000118|organisation|Company|CityBird|http://dbpedia.org/resource/CityBird
800000000000119|organisation|Company|Jetairfly|http://dbpedia.org/resource/Jetairfly
800000000000120|organisation|Company|Brussels_Airlines|http://dbpedia.org/resource/Brussels_Airlines
800000000000121|organisation|Company|Cargo_B_Airlines|http://dbpedia.org/resource/Cargo_B_Airlines
800000000000122|organisation|Company|Lloyd_Aéreo_Boliviano|http://dbpedia.org/resource/Lloyd_Aéreo_Boliviano
800000000000123|organisation|Company|AeroSur_(Bolivia)|http://dbpedia.org/resource/AeroSur_(Bolivia)
800000000000124|organisation|Company|TAM_–_Transporte_Aéreo_Militar|http://dbpedia.org/resource/TAM_–_Transporte_Aéreo_Militar
800000000000125|organisation|Company|Amaszonas|http://dbpedia.org/resource/Amaszonas
800000000000126|organisation|Company|Aerolíneas_Sudamericanas|http://dbpedia.org/resource/Aerolíneas_Sudamericanas
800000000000127|organisation|Company|TAB_–_Transportes_Aéreos_Bolivianos|http://dbpedia.org/resource/TAB_–_Transportes_Aéreos_Bolivianos
800000000000128|organisation|Company|Boliviana_de_Aviación|http://dbpedia.org/resource/Boliviana_de_Aviación
800000000000129|organisation|Company|Air_Srpska|http://dbpedia.org/resource/Air_Srpska
800000000000130|organisation|Company|Arnoro|http://dbpedia.org/resource/Arnoro
800000000000131|organisation|Company|B&H_Airlines|http://dbpedia.org/resource/B&H_Airlines
800000000000132|organisation|Company|Bosnia_Airlines|http://dbpedia.org/resource/Bosnia_Airlines
800000000000133|organisation|Company|Sky_Srpska|http://dbpedia.org/resource/Sky_Srpska
800000000000134|organisation|Company|Icar_Air|http://dbpedia.org/resource/Icar_Air
800000000000135|organisation|Company|Gol_Transportes_Aéreos|http://dbpedia.org/resource/Gol_Transportes_Aéreos
800000000000136|organisation|Company|TAM_Airlines|http://dbpedia.org/resource/TAM_Airlines
800000000000137|organisation|Company|VASP|http://dbpedia.org/resource/VASP
800000000000138|organisation|Company|Avianca_Brazil|http://dbpedia.org/resource/Avianca_Brazil
800000000000139|organisation|Company|Abaeté_Linhas_Aéreas|http://dbpedia.org/resource/Abaeté_Linhas_Aéreas
800000000000140|organisation|Company|ABSA_Cargo_Airline|http://dbpedia.org/resource/ABSA_Cargo_Airline
800000000000141|organisation|Company|Air_Minas_Linhas_Aéreas|http://dbpedia.org/resource/Air_Minas_Linhas_Aéreas
800000000000142|organisation|Company|ATA_Brasil|http://dbpedia.org/resource/ATA_Brasil
800000000000143|organisation|Company|Cruiser_Linhas_Aéreas|http://dbpedia.org/resource/Cruiser_Linhas_Aéreas
800000000000144|organisation|Company|Fly_Linhas_Aéreas|http://dbpedia.org/resource/Fly_Linhas_Aéreas
800000000000145|organisation|Company|Meta_Transportes_Aéreos|http://dbpedia.org/resource/Meta_Transportes_Aéreos
800000000000146|organisation|Company|Nordeste_Linhas_Aéreas_Regionais|http://dbpedia.org/resource/Nordeste_Linhas_Aéreas_Regionais
800000000000147|organisation|Company|Pantanal_Linhas_Aéreas|http://dbpedia.org/resource/Pantanal_Linhas_Aéreas
800000000000148|organisation|Company|PENTA_–_Pena_Transportes_Aéreos|http://dbpedia.org/resource/PENTA_–_Pena_Transportes_Aéreos
800000000000149|organisation|Company|Puma_Air|http://dbpedia.org/resource/Puma_Air
800000000000150|organisation|Company|Rico_Linhas_Aéreas|http://dbpedia.org/resource/Rico_Linhas_Aéreas
800000000000151|organisation|Company|Rio_Sul_Serviços_Aéreos_Regionais|http://dbpedia.org/resource/Rio_Sul_Serviços_Aéreos_Regionais
800000000000152|organisation|Company|Skymaster_Airlines|http://dbpedia.org/resource/Skymaster_Airlines
800000000000153|organisation|Company|TAF_Linhas_Aéreas|http://dbpedia.org/resource/TAF_Linhas_Aéreas
800000000000154|organisation|Company|Total_Linhas_Aéreas|http://dbpedia.org/resource/Total_Linhas_Aéreas
800000000000155|organisation|Company|Varig_Logística|http://dbpedia.org/resource/Varig_Logística
800000000000156|organisation|Company|BRA_Transportes_Aéreos|http://dbpedia.org/resource/BRA_Transportes_Aéreos
800000000000157|organisation|Company|Gensa|http://dbpedia.org/resource/Gensa
800000000000158|organisation|Company|TEAM_Linhas_Aéreas|http://dbpedia.org/resource/TEAM_Linhas_Aéreas
800000000000159|organisation|Company|NHT_Linhas_Aéreas|http://dbpedia.org/resource/NHT_Linhas_Aéreas
800000000000160|organisation|Company|WebJet_Linhas_Aéreas|http://dbpedia.org/resource/WebJet_Linhas_Aéreas
800000000000161|organisation|Company|Passaredo_Linhas_Aéreas|http://dbpedia.org/resource/Passaredo_Linhas_Aéreas
800000000000162|organisation|Company|Serviços_Aéreos_Cruzeiro_do_Sul|http://dbpedia.org/resource/Serviços_Aéreos_Cruzeiro_do_Sul
800000000000163|organisation|Company|Azul_Brazilian_Airlines|http://dbpedia.org/resource/Azul_Brazilian_Airlines
800000000000164|organisation|Company|Flex_Linhas_Aéreas|http://dbpedia.org/resource/Flex_Linhas_Aéreas
800000000000165|organisation|Company|Master_Top_Airlines|http://dbpedia.org/resource/Master_Top_Airlines
800000000000166|organisation|Company|Real_Transportes_Aéreos|http://dbpedia.org/resource/Real_Transportes_Aéreos
800000000000167|organisation|Company|ETA_–_Empresa_de_Transporte_Aéreo|http://dbpedia.org/resource/ETA_–_Empresa_de_Transporte_Aéreo
800000000000168|organisation|Company|Paraense_Transportes_Aéreos|http://dbpedia.org/resource/Paraense_Transportes_Aéreos
800000000000169|organisation|Company|Aerovias_Brasil|http://dbpedia.org/resource/Aerovias_Brasil
800000000000170|organisation|Company|Transportes_Aéreos_Nacional|http://dbpedia.org/resource/Transportes_Aéreos_Nacional
800000000000171|organisation|Company|SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha|http://dbpedia.org/resource/SAVAG_–_Sociedade_Anônima_Viação_Aérea_Gaúcha
800000000000172|organisation|Company|TAC_–_Transportes_Aéreos_Catarinense|http://dbpedia.org/resource/TAC_–_Transportes_Aéreos_Catarinense
800000000000173|organisation|Company|SETE_Linhas_Aéreas|http://dbpedia.org/resource/SETE_Linhas_Aéreas
800000000000174|organisation|Company|Sol_Linhas_Aéreas|http://dbpedia.org/resource/Sol_Linhas_Aéreas
800000000000175|organisation|Company|Whitejets|http://dbpedia.org/resource/Whitejets
800000000000176|organisation|Company|Aeronorte|http://dbpedia.org/resource/Aeronorte
800000000000177|organisation|Company|VASD_–_Viação_Aérea_Santos_Dumont|http://dbpedia.org/resource/VASD_–_Viação_Aérea_Santos_Dumont
800000000000178|organisation|Company|Noar_Linhas_Aéreas|http://dbpedia.org/resource/Noar_Linhas_Aéreas
800000000000179|organisation|Company|TABA_–_Transportes_Aéreos_da_Bacia_Amazônica|http://dbpedia.org/resource/TABA_–_Transportes_Aéreos_da_Bacia_Amazônica
800000000000180|organisation|Company|Air_Vias|http://dbpedia.org/resource/Air_Vias
800000000000181|organisation|Company|Aerolloyd_Iguassu|http://dbpedia.org/resource/Aerolloyd_Iguassu
800000000000182|organisation|Company|TAM_–_Táxi_Aéreo_Marília|http://dbpedia.org/resource/TAM_–_Táxi_Aéreo_Marília
800000000000183|organisation|Company|Linhas_Aéreas_Natal|http://dbpedia.org/resource/Linhas_Aéreas_Natal
800000000000184|organisation|Company|Companhia_Itaú_de_Transportes_Aéreos|http://dbpedia.org/resource/Companhia_Itaú_de_Transportes_Aéreos
800000000000185|organisation|Company|Platinum_Air_Linhas_Aéreas|http://dbpedia.org/resource/Platinum_Air_Linhas_Aéreas
800000000000186|organisation|Company|Balkan_Bulgarian_Airlines|http://dbpedia.org/resource/Balkan_Bulgarian_Airlines
800000000000187|organisation|Company|Hemus_Air|http://dbpedia.org/resource/Hemus_Air
800000000000188|organisation|Company|Bulgaria_Air|http://dbpedia.org/resource/Bulgaria_Air
800000000000189|organisation|Company|Viaggio_Air|http://dbpedia.org/resource/Viaggio_Air
800000000000190|organisation|Company|Bulgarian_Air_Charter|http://dbpedia.org/resource/Bulgarian_Air_Charter
800000000000191|organisation|Company|BH_Air|http://dbpedia.org/resource/BH_Air
800000000000192|organisation|Company|Wizz_Air_Bulgaria|http://dbpedia.org/resource/Wizz_Air_Bulgaria
800000000000193|organisation|Company|Heli_Air|http://dbpedia.org/resource/Heli_Air
800000000000194|organisation|Company|Cargoair|http://dbpedia.org/resource/Cargoair
800000000000195|organisation|Company|President_Airlines|http://dbpedia.org/resource/President_Airlines
800000000000196|organisation|Company|Cambodia_Airlines|http://dbpedia.org/resource/Cambodia_Airlines
800000000000197|organisation|Company|Royal_Phnom_Penh_Airways|http://dbpedia.org/resource/Royal_Phnom_Penh_Airways
800000000000198|organisation|Company|Siem_Reap_Airways_International|http://dbpedia.org/resource/Siem_Reap_Airways_International
800000000000199|organisation|Company|Angkor_Airways|http://dbpedia.org/resource/Angkor_Airways
800000000000200|organisation|Company|Royal_Khmer_Airlines|http://dbpedia.org/resource/Royal_Khmer_Airlines
800000000000201|organisation|Company|PMTair|http://dbpedia.org/resource/PMTair
800000000000202|organisation|Company|Kampuchea_Airlines|http://dbpedia.org/resource/Kampuchea_Airlines
800000000000203|organisation|Company|Air_Dream|http://dbpedia.org/resource/Air_Dream
800000000000204|organisation|Company|Cambodia_Angkor_Air|http://dbpedia.org/resource/Cambodia_Angkor_Air
800000000000205|organisation|Company|Cameroon_Airlines|http://dbpedia.org/resource/Cameroon_Airlines
800000000000206|organisation|Company|National_Airways_Cameroon|http://dbpedia.org/resource/National_Airways_Cameroon
800000000000207|organisation|Company|Elysian_Airlines|http://dbpedia.org/resource/Elysian_Airlines
800000000000208|organisation|Company|Air_Leasing_Cameroon|http://dbpedia.org/resource/Air_Leasing_Cameroon
800000000000209|organisation|Company|Section_Liaison_Air_Yaoundé|http://dbpedia.org/resource/Section_Liaison_Air_Yaoundé
800000000000210|organisation|Company|Air_Canada|http://dbpedia.org/resource/Air_Canada
800000000000211|organisation|Company|WestJet|http://dbpedia.org/resource/WestJet
800000000000212|organisation|Company|Air_Ontario|http://dbpedia.org/resource/Air_Ontario
800000000000213|organisation|Company|Nolinor_Aviation|http://dbpedia.org/resource/Nolinor_Aviation
800000000000214|organisation|Company|Regional_1|http://dbpedia.org/resource/Regional_1
800000000000215|organisation|Company|Buffalo_Airways|http://dbpedia.org/resource/Buffalo_Airways
800000000000216|organisation|Company|Bar_XH_Air|http://dbpedia.org/resource/Bar_XH_Air
800000000000217|organisation|Company|Alta_Flights|http://dbpedia.org/resource/Alta_Flights
800000000000218|organisation|Company|AllCanada_Express|http://dbpedia.org/resource/AllCanada_Express
800000000000219|organisation|Company|Alberta_Citylink|http://dbpedia.org/resource/Alberta_Citylink
800000000000220|organisation|Company|Air_Satellite|http://dbpedia.org/resource/Air_Satellite
800000000000221|organisation|Company|Kelowna_Flightcraft_Air_Charter|http://dbpedia.org/resource/Kelowna_Flightcraft_Air_Charter
800000000000222|organisation|Company|Calm_Air|http://dbpedia.org/resource/Calm_Air
800000000000223|organisation|Company|Cargojet_Airways|http://dbpedia.org/resource/Cargojet_Airways
800000000000224|organisation|Company|SkyLink_Aviation|http://dbpedia.org/resource/SkyLink_Aviation
800000000000225|organisation|Company|KD_Air|http://dbpedia.org/resource/KD_Air
800000000000226|organisation|Company|Cougar_Helicopters|http://dbpedia.org/resource/Cougar_Helicopters
800000000000227|organisation|Company|Sunwest_Aviation|http://dbpedia.org/resource/Sunwest_Aviation
800000000000228|organisation|Company|Summit_Air|http://dbpedia.org/resource/Summit_Air
800000000000229|organisation|Company|Perimeter_Aviation|http://dbpedia.org/resource/Perimeter_Aviation
800000000000230|organisation|Company|Skyxpress_Airline|http://dbpedia.org/resource/Skyxpress_Airline
800000000000231|organisation|Company|Kivalliq_Air|http://dbpedia.org/resource/Kivalliq_Air
800000000000232|organisation|Company|Alkan_Air|http://dbpedia.org/resource/Alkan_Air
800000000000233|organisation|Company|Air_Southwest_(Canada)|http://dbpedia.org/resource/Air_Southwest_(Canada)
800000000000234|organisation|Company|Morningstar_Air_Express|http://dbpedia.org/resource/Morningstar_Air_Express
800000000000235|organisation|Company|Val_Air|http://dbpedia.org/resource/Val_Air
800000000000236|organisation|Company|Canadian_Helicopters|http://dbpedia.org/resource/Canadian_Helicopters
800000000000237|organisation|Company|Corporate_Express_(airline)|http://dbpedia.org/resource/Corporate_Express_(airline)
800000000000238|organisation|Company|Brock_Air_Services|http://dbpedia.org/resource/Brock_Air_Services
800000000000239|organisation|Company|NAC_Air|http://dbpedia.org/resource/NAC_Air
800000000000240|organisation|Company|North_Cariboo_Air|http://dbpedia.org/resource/North_Cariboo_Air
800000000000241|organisation|Company|Aeropro|http://dbpedia.org/resource/Aeropro
800000000000242|organisation|Company|Pascan_Aviation|http://dbpedia.org/resource/Pascan_Aviation
800000000000243|organisation|Company|Arctic_Sunwest_Charters|http://dbpedia.org/resource/Arctic_Sunwest_Charters
800000000000244|organisation|Company|Northern_Thunderbird_Air|http://dbpedia.org/resource/Northern_Thunderbird_Air
800000000000245|organisation|Company|Flair_Airlines|http://dbpedia.org/resource/Flair_Airlines
800000000000246|organisation|Company|Wolverine_Air|http://dbpedia.org/resource/Wolverine_Air
800000000000247|organisation|Company|Enerjet|http://dbpedia.org/resource/Enerjet
800000000000248|organisation|Company|Propair|http://dbpedia.org/resource/Propair
800000000000249|organisation|Company|Air_Afrique_Horizon|http://dbpedia.org/resource/Air_Afrique_Horizon
800000000000250|organisation|Company|Toumaï_Air_Tchad|http://dbpedia.org/resource/Toumaï_Air_Tchad
800000000000251|organisation|Company|Mid_Express_Tchad|http://dbpedia.org/resource/Mid_Express_Tchad
800000000000252|organisation|Company|LAN_Airlines|http://dbpedia.org/resource/LAN_Airlines
800000000000253|organisation|Company|Aerovías_DAP|http://dbpedia.org/resource/Aerovías_DAP
800000000000254|organisation|Company|Alpine_Air_Express_Chile|http://dbpedia.org/resource/Alpine_Air_Express_Chile
800000000000255|organisation|Company|Sky_Airline|http://dbpedia.org/resource/Sky_Airline
800000000000256|organisation|Company|Aerocardal|http://dbpedia.org/resource/Aerocardal
800000000000257|organisation|Company|Air_Comet_Chile|http://dbpedia.org/resource/Air_Comet_Chile
800000000000258|organisation|Company|LAN_Express|http://dbpedia.org/resource/LAN_Express
800000000000259|organisation|Company|DAP_Helicópteros|http://dbpedia.org/resource/DAP_Helicópteros
800000000000260|organisation|Company|PAL_Airlines|http://dbpedia.org/resource/PAL_Airlines
800000000000261|organisation|Company|SAM_Colombia|http://dbpedia.org/resource/SAM_Colombia
800000000000262|organisation|Company|ACES_Colombia|http://dbpedia.org/resource/ACES_Colombia
800000000000263|organisation|Company|SCADTA|http://dbpedia.org/resource/SCADTA
800000000000264|organisation|Company|Tampa_Cargo|http://dbpedia.org/resource/Tampa_Cargo
800000000000265|organisation|Company|AeroSucre|http://dbpedia.org/resource/AeroSucre
800000000000266|organisation|Company|AeroTACA|http://dbpedia.org/resource/AeroTACA
800000000000267|organisation|Company|Intercontinental_de_Aviación|http://dbpedia.org/resource/Intercontinental_de_Aviación
800000000000268|organisation|Company|SATENA|http://dbpedia.org/resource/SATENA
800000000000269|organisation|Company|West_Caribbean_Airways|http://dbpedia.org/resource/West_Caribbean_Airways
800000000000270|organisation|Company|Helicol|http://dbpedia.org/resource/Helicol
800000000000271|organisation|Company|AIRES|http://dbpedia.org/resource/AIRES
800000000000272|organisation|Company|Avianca_Cargo|http://dbpedia.org/resource/Avianca_Cargo
800000000000273|organisation|Company|SACO_(Colombia)|http://dbpedia.org/resource/SACO_(Colombia)
800000000000274|organisation|Company|AeroCóndor|http://dbpedia.org/resource/AeroCóndor
800000000000275|organisation|Company|Líneas_Aéreas_Suramericanas|http://dbpedia.org/resource/Líneas_Aéreas_Suramericanas
800000000000276|organisation|Company|Aerolínea_de_Antioquia|http://dbpedia.org/resource/Aerolínea_de_Antioquia
800000000000277|organisation|Company|APSA_Colombia|http://dbpedia.org/resource/APSA_Colombia
800000000000278|organisation|Company|Aexpa|http://dbpedia.org/resource/Aexpa
800000000000279|organisation|Company|Vertical_de_Aviación|http://dbpedia.org/resource/Vertical_de_Aviación
800000000000280|organisation|Company|SARPA|http://dbpedia.org/resource/SARPA
800000000000281|organisation|Company|Helicargo|http://dbpedia.org/resource/Helicargo
800000000000282|organisation|Company|Central_Charter_de_Colombia|http://dbpedia.org/resource/Central_Charter_de_Colombia
800000000000283|organisation|Company|Cosmos_Air_Cargo|http://dbpedia.org/resource/Cosmos_Air_Cargo
800000000000284|organisation|Company|SADELCA|http://dbpedia.org/resource/SADELCA
800000000000285|organisation|Company|Cargo_Express|http://dbpedia.org/resource/Cargo_Express
800000000000286|organisation|Company|AeroSur_(Colombia)|http://dbpedia.org/resource/AeroSur_(Colombia)
800000000000287|organisation|Company|Colombian_Air_Cargo|http://dbpedia.org/resource/Colombian_Air_Cargo
